Year Month Day Hour Minute Second VelocityE VelocityN VelocityU StdError1 StdError2 StdError3 SNR1 SNR2 SNR3 SignalAmp1 SignalAmp2 SignalAmp3 Noise1 Noise2 Noise3 Heading Pitch Roll StdDevHeading StdDevPitch StdDevRoll Temperature Pressure StdDevPressure Voltage Speed Direction 
2014 10 15 06 30 00   24.38  -17.51  -36.54  25.5  25.5  25.5   2.6   4.7   3.4  41  46  43  35  35  35  117.0  -1.6   2.0  1.8  0.4  0.5  26.17     0.0000    0.000  10.0   30.02   125.7
2014 10 15 06 45 00   -3.68    2.08   -1.43  25.5  16.9  25.5   3.0   7.7   5.2  42  53  47  35  35  35  116.9  -1.6   2.0  2.4  0.4  0.5  26.15     0.0000    0.000  10.0    4.23   299.5
2014 10 15 07 00 00   -0.36   -0.61    0.72  16.9   9.1  22.6   3.0   6.5   5.2  42  50  47  35  35  35  116.9  -1.6   2.0  2.4  0.4  0.5  26.13     0.0000    0.000  10.0    0.71   210.5
2014 10 15 07 15 00    7.04   -3.83   -0.05  25.5  25.5  25.5   2.2   5.2   3.4  40  47  43  35  35  35  116.9  -1.6   2.0  2.4  0.4  0.6  26.11     0.0000    0.000  10.0    8.01   118.5
2014 10 15 07 30 00   -2.61    3.26   14.76  25.5  18.6  25.5   2.2   4.7   3.0  40  46  42  35  35  35  116.9  -1.6   2.0  2.4  0.4  0.5  26.09     0.0000    0.000  10.0    4.18   321.3
2014 10 15 07 45 00   -5.78    3.53   17.10  24.9  15.8  25.5   1.7   4.3   3.0  39  45  42  35  35  35  116.9  -1.6   2.0  0.8  0.4  0.6  26.08     0.0000    0.000  10.0    6.77   301.4
2014 10 15 08 00 00   -7.68    4.04    8.37  25.5  25.5  25.5   1.7   3.9   2.6  39  44  41  35  35  35  116.9  -1.6   2.0  1.9  0.4  0.5  26.09     0.0000    0.000  10.0    8.68   297.7
2014 10 15 08 15 00   -1.94   -0.36    1.27  25.5  21.1  25.5   1.7   4.3   3.0  39  45  42  35  35  35  116.9  -1.6   2.0  0.9  0.4  0.5  26.09     0.0000    0.000  10.0    1.97   259.5
2014 10 15 08 30 00   -5.89    3.11    4.60  25.5  19.5  25.5   2.6   6.0   4.3  41  49  45  35  35  35  116.9  -1.6   2.0  2.0  0.4  0.5  26.10     0.0000    0.000  10.0    6.66   297.8
2014 10 15 08 45 00   -3.76    1.44    5.31  25.5  16.6  25.5   2.2   5.2   3.9  40  47  44  35  35  35  116.9  -1.6   2.0  0.9  0.1  0.5  26.12     0.0000    0.000  10.0    4.03   291.0
2014 10 15 09 00 00    1.96   -1.49   -1.46  25.5  21.6  25.5   1.7   5.2   3.4  39  47  43  35  35  35  116.9  -1.6   2.0  2.5  0.1  0.5  26.14     0.0000    0.000  10.0    2.46   127.2
2014 10 15 09 15 00    9.21   -6.44  -11.17  25.5  23.0  25.5   1.7   4.7   3.4  39  46  43  35  35  35  116.9  -1.6   2.0  2.4  0.1  0.5  26.16     0.0000    0.000  10.0   11.24   125.0
2014 10 15 09 30 00    4.05   -3.08   -4.90  22.9  13.9  24.3   2.6   5.2   3.4  41  47  43  35  35  35  116.9  -1.6   2.0  2.4  0.5  0.5  26.19     0.0000    0.000  10.0    5.09   127.3
2014 10 15 09 45 00    6.53   -3.92   -5.71  25.5  20.9  25.5   1.7   4.3   3.0  39  45  42  35  35  35  116.9  -1.6   2.0  2.0  0.4  0.5  26.21     0.0000    0.000  10.0    7.62   121.0
